season_code,fpl_permanent_code,full_name,season_id
2022-23-player-625,18507,Diego Da Silva Costa,2022-23
2022-23-player-681,185253,Gustavo Henrique Furtado Scarpa,2022-23
2023-24-player-462,185253,Gustavo Henrique Furtado Scarpa,2023-24
2018-19-player-442,185478,Jaroslaw Jach,2018-19
2021-22-player-158,185478,Jarosław Jach,2021-22
2018-19-player-373,18656,Heurelho Gomes,2018-19
2019-20-player-513,18656,Heurelho da Silva Gomes,2019-20
2019-20-player-289,18665,Alexander Tettey,2019-20
2018-19-player-25,18726,Artur Boruc,2018-19
2019-20-player-73,18726,Artur Boruc,2019-20
2019-20-player-296,18832,Richard Stearman,2019-20
2019-20-player-298,18867,Billy Sharp,2019-20
2020-21-player-343,18867,Billy Sharp,2020-21
2018-19-player-293,18892,Ashley Young,2018-19
2019-20-player-224,18892,Ashley Young,2019-20
2021-22-player-52,18892,Ashley Young,2021-22
2022-23-player-538,18892,Ashley Young,2022-23
2023-24-player-588,18892,Ashley Young,2023-24
2024-25-player-238,18892,Ashley Young,2024-25
2021-22-player-457,189627,Dimitris Giannoulis,2021-22
2023-24-player-158,189776,Samuel Bastien,2023-24
2018-19-player-489,18987,Robert Snodgrass,2018-19
2019-20-player-393,18987,Robert Snodgrass,2019-20
2020-21-player-428,18987,Robert Snodgrass,2020-21
2018-19-player-159,19159,Ashley Williams,2018-19
2021-22-player-483,191866,Kristoffer Ajer,2021-22
2022-23-player-84,191866,Kristoffer Ajer,2022-23
2023-24-player-90,191866,Kristoffer Ajer,2023-24
2024-25-player-86,191866,Kristoffer Ajer,2024-25
2025-26-player-108,191866,Kristoffer Ajer,2025-26
2018-19-player-139,19188,Scott Dann,2018-19
2019-20-player-127,19188,Scott Dann,2019-20
2020-21-player-486,19188,Scott Dann,2020-21
2019-20-player-553,19194,David Martin,2019-20
2020-21-player-429,19194,David Martin,2020-21
2018-19-player-146,19197,Jason Puncheon,2018-19
2021-22-player-585,192290,Connor Roberts,2021-22
2023-24-player-176,192290,Connor Roberts,2023-24
2025-26-player-186,192290,Connor Roberts,2025-26
2018-19-player-522,192301,Jon Gorenc Stankovic,2018-19
2019-20-player-275,192303,Christoph Zimmermann,2019-20
2021-22-player-324,192303,Christoph Zimmermann,2021-22
2018-19-player-421,19236,John Ruddy,2018-19
2019-20-player-412,19236,John Ruddy,2019-20
2020-21-player-453,19236,John Ruddy,2020-21
2021-22-player-452,19236,John Ruddy,2021-22
2024-25-player-414,19236,John Ruddy,2024-25
2025-26-player-753,19236,John Ruddy,2025-26
2019-20-player-515,192895,Kieran Tierney,2019-20
2020-21-player-17,192895,Kieran Tierney,2020-21
2021-22-player-16,192895,Kieran Tierney,2021-22
2022-23-player-8,192895,Kieran Tierney,2022-23
2023-24-player-24,192895,Kieran Tierney,2023-24
2024-25-player-21,192895,Kieran Tierney,2024-25
2018-19-player-570,193109,Callum Slattery,2018-19
2019-20-player-327,193109,Callum Slattery,2019-20
2019-20-player-287,193111,Todd Cantwell,2019-20
2021-22-player-325,193111,Todd Cantwell,2021-22
2023-24-player-319,193195,Allan Campbell,2023-24
2022-23-player-512,193204,Joe Ayodele-Aribo,2022-23
2024-25-player-452,193204,Joe Aribo,2024-25
2019-20-player-30,193488,Anwar El Ghazi,2019-20
2020-21-player-45,193488,Anwar El Ghazi,2020-21
2021-22-player-42,193488,Anwar El Ghazi,2021-22
2022-23-player-51,193488,Anwar El Ghazi,2022-23
2020-21-player-491,193645,Robin Koch,2020-21
2021-22-player-194,193645,Robin Koch,2021-22
2022-23-player-230,193645,Robin Koch,2022-23
2021-22-player-83,194010,Rico Henry,2021-22
2022-23-player-85,194010,Rico Henry,2022-23
2023-24-player-103,194010,Rico Henry,2023-24
2024-25-player-92,194010,Rico Henry,2024-25
2025-26-player-109,194010,Rico Henry,2025-26
2019-20-player-521,194126,Michael Verrips,2019-20
2020-21-player-580,194126,Michael Verrips,2020-21
2018-19-player-160,194164,Mason Holgate,2018-19
2019-20-player-478,194164,Mason Holgate,2019-20
2020-21-player-165,194164,Mason Holgate,2020-21
2021-22-player-178,194164,Mason Holgate,2021-22
2022-23-player-192,194164,Mason Holgate,2022-23
2023-24-player-255,194164,Mason Holgate,2023-24
2024-25-player-225,194164,Mason Holgate,2024-25
2018-19-player-114,19419,Gary Cahill,2018-19
2019-20-player-503,19419,Gary Cahill,2019-20
2020-21-player-125,19419,Gary Cahill,2020-21
2022-23-player-727,194190,Harry Souttar,2022-23
2024-25-player-303,194190,Harry Souttar,2024-25
2019-20-player-615,194252,Steven Bergwijn,2019-20
2020-21-player-400,194252,Steven Bergwijn,2020-21
2021-22-player-369,194252,Steven Bergwijn,2021-22
2022-23-player-437,194252,Steven Bergwijn,2022-23
2018-19-player-554,194401,Adalberto Peñaranda,2018-19
2019-20-player-648,194401,Adalberto Peñaranda,2019-20
2018-19-player-432,194634,Diogo Jota,2018-19
2019-20-player-410,194634,Diogo Jota,2019-20
2020-21-player-468,194634,Diogo Jota,2020-21
2021-22-player-240,194634,Diogo Jota,2021-22
2022-23-player-288,194634,Diogo Teixeira da Silva,2022-23
2023-24-player-294,194634,Diogo Teixeira da Silva,2023-24
2024-25-player-317,194634,Diogo Teixeira da Silva,2024-25
2019-20-player-529,194794,Fikayo Tomori,2019-20
2020-21-player-121,194794,Fikayo Tomori,2020-21
2019-20-player-559,194798,Bernard Ashley-Seal,2019-20
2019-20-player-276,194799,Jamal Lewis,2019-20
2020-21-player-513,194799,Jamal Lewis,2020-21
2021-22-player-311,194799,Jamal Lewis,2021-22
2022-23-player-372,194799,Jamal Lewis,2022-23
2023-24-player-420,194799,Jamal Lewis,2023-24
2024-25-player-408,194799,Jamal Lewis,2024-25
2019-20-player-571,195064,Mace Goodridge,2019-20
2020-21-player-551,195064,Mace Goodridge,2020-21
2018-19-player-575,19520,Ryan Babel,2018-19
2018-19-player-91,19523,Sol Bamba,2018-19
2018-19-player-322,195384,Mikel Merino,2018-19
2024-25-player-633,195384,Mikel Merino,2024-25
2025-26-player-22,195384,Mikel Merino Zazón,2025-26
2018-19-player-615,195471,Anthony Driscoll-Glennon,2018-19
2019-20-player-572,195471,Anthony Driscoll-Glennon,2019-20
2020-21-player-536,195471,Anthony Driscoll-Glennon,2020-21
2019-20-player-464,195473,Rhian Brewster,2019-20
2020-21-player-262,195473,Rhian Brewster,2020-21
2023-24-player-477,195473,Rhian Brewster,2023-24
2020-21-player-665,195480,Josh Maja,2020-21
2019-20-player-283,195546,Emiliano Buendía,2019-20
2021-22-player-43,195546,Emiliano Buendía Stati,2021-22
2022-23-player-42,195546,Emiliano Buendía Stati,2022-23
2023-24-player-35,195546,Emiliano Buendía Stati,2023-24
2024-25-player-31,195546,Emiliano Buendía Stati,2024-25
2025-26-player-50,195546,Emiliano Buendía Stati,2025-26
2021-22-player-589,195728,Alex Kral,2021-22
2019-20-player-488,195735,Nicolas Pépé,2019-20
2020-21-player-18,195735,Nicolas Pépé,2020-21
2021-22-player-17,195735,Nicolas Pépé,2021-22
2022-23-player-9,195735,Nicolas Pépé,2022-23
2023-24-player-16,195735,Nicolas Pépé,2023-24
2019-20-player-605,195774,Gedson Carvalho Fernandes,2019-20
2020-21-player-401,195774,Gedson Carvalho Fernandes,2020-21
2018-19-player-303,195851,Scott McTominay,2018-19
2019-20-player-248,195851,Scott McTominay,2019-20
2020-21-player-309,195851,Scott McTominay,2020-21
2021-22-player-285,195851,Scott McTominay,2021-22
2022-23-player-338,195851,Scott McTominay,2022-23
2023-24-player-392,195851,Scott McTominay,2023-24
2024-25-player-381,195851,Scott McTominay,2024-25
2018-19-player-174,195855,Beni Baningime,2018-19
2019-20-player-557,195855,Beni Baningime,2019-20
2018-19-player-547,195860,Joe Powell,2018-19
2020-21-player-423,195864,Sam Field,2020-21
2022-23-player-529,195899,Gianluca Scamacca,2022-23
2023-24-player-541,195899,Gianluca Scamacca,2023-24
2023-24-player-663,196100,Gustavo Hamer,2023-24
2018-19-player-488,196118,Yoshinori Muto,2018-19
2019-20-player-260,196118,Yoshinori Muto,2019-20
2020-21-player-341,196118,Yoshinori Muto,2020-21
2018-19-player-475,19624,João Filipe Iria Santos Moutinho,2018-19
2019-20-player-415,19624,João Filipe Iria Santos Moutinho,2019-20
2020-21-player-454,19624,João Filipe Iria Santos Moutinho,2020-21
2021-22-player-426,19624,João Filipe Iria Santos Moutinho,2021-22
2022-23-player-503,19624,João Filipe Iria Santos Moutinho,2022-23
2024-25-player-265,196411,Conor Chaplin,2024-25
2024-25-player-588,197024,Guido Rodríguez,2024-25
2025-26-player-618,197024,Guido Rodríguez,2025-26
2018-19-player-189,197030,Aboubakar Kamara,2018-19
2020-21-player-190,197030,Aboubakar Kamara,2020-21
2018-19-player-291,197365,Eric Bailly,2018-19
2019-20-player-228,197365,Eric Bailly,2019-20
2020-21-player-310,197365,Eric Bailly,2020-21
2021-22-player-286,197365,Eric Bailly,2021-22
2022-23-player-339,197365,Eric Bailly,2022-23
2023-24-player-375,197365,Eric Bailly,2023-24
2019-20-player-589,197464,Nathaniel Phillips,2019-20
2020-21-player-589,197464,Nathaniel Phillips,2020-21
2021-22-player-241,197464,Nathaniel Phillips,2021-22
2022-23-player-501,197464,Nathaniel Phillips,2022-23
2023-24-player-306,197464,Nathaniel Phillips,2023-24
2024-25-player-332,197464,Nathaniel Phillips,2024-25
2018-19-player-230,197469,Hamza Choudhury,2018-19
2019-20-player-180,197469,Hamza Choudhury,2019-20
2020-21-player-234,197469,Hamza Choudhury,2020-21
2021-22-player-214,197469,Hamza Choudhury,2021-22
2022-23-player-263,197469,Hamza Choudhury,2022-23
2024-25-player-287,197469,Hamza Choudhury,2024-25
2018-19-player-371,19760,Fernando Llorente,2018-19
2020-21-player-424,197937,Oliver Burke,2020-21
2019-20-player-548,198044,Harry Lewis,2019-20
2020-21-player-625,198044,Harry Lewis,2020-21
2021-22-player-637,198044,Harry Lewis,2021-22
2018-19-player-307,19838,Robert Elliot,2018-19
2019-20-player-573,19838,Robert Elliot,2019-20
2021-22-player-574,19838,Robert Elliot,2021-22
2018-19-player-578,198504,Kazaiah Sterling,2018-19
2019-20-player-273,198826,Ben Godfrey,2019-20
2020-21-player-566,198826,Ben Godfrey,2020-21
2021-22-player-179,198826,Ben Godfrey,2021-22
2022-23-player-193,198826,Ben Godfrey,2022-23
2023-24-player-252,198826,Ben Godfrey,2023-24
2024-25-player-715,198826,Ben Godfrey,2024-25
2022-23-player-567,198842,Connor Ronan,2022-23
2018-19-player-436,198847,Bright Enobakhare,2018-19
2018-19-player-450,198849,Lucas Torreira,2018-19
2019-20-player-19,198849,Lucas Torreira,2019-20
2020-21-player-19,198849,Lucas Torreira,2020-21
2021-22-player-18,198849,Lucas Torreira,2021-22
2022-23-player-22,198849,Lucas Torreira di Pascua,2022-23
2018-19-player-559,198869,Ben White,2018-19
2020-21-player-74,198869,Ben White,2020-21
2021-22-player-67,198869,Ben White,2021-22
2022-23-player-10,198869,Benjamin White,2022-23
2023-24-player-29,198869,Benjamin White,2023-24
2024-25-player-24,198869,Benjamin White,2024-25
2025-26-player-11,198869,Benjamin White,2025-26
2023-24-player-330,199056,Gabriel Osho,2023-24
2022-23-player-507,199170,Moussa Niakhaté,2022-23
2023-24-player-457,199170,Moussa Niakhaté,2023-24
2020-21-player-542,199249,Sergio Reguilón,2020-21
2021-22-player-370,199249,Sergio Reguilón,2021-22
2022-23-player-438,199249,Sergio Reguilón,2022-23
2023-24-player-508,199249,Sergio Reguilón,2023-24
2024-25-player-496,199249,Sergio Reguilón,2024-25
2019-20-player-583,199584,Japhet Tanganga,2019-20
2020-21-player-402,199584,Japhet Tanganga,2020-21
2021-22-player-371,199584,Japhet Tanganga,2021-22
2022-23-player-439,199584,Japhet Tanganga,2022-23
2023-24-player-518,199584,Japhet Tanganga,2023-24
2018-19-player-130,199598,Ethan Ampadu,2018-19
2019-20-player-121,199598,Ethan Ampadu,2019-20
2020-21-player-509,199598,Ethan Ampadu,2020-21
2021-22-player-139,199598,Ethan Ampadu,2021-22
2022-23-player-151,199598,Ethan Ampadu,2022-23
2023-24-player-185,199598,Ethan Ampadu,2023-24
2025-26-player-354,199598,Ethan Ampadu,2025-26
2021-22-player-586,199670,Odsonne Edouard,2021-22
2022-23-player-166,199670,Odsonne Edouard,2022-23
2023-24-player-225,199670,Odsonne Edouard,2023-24
2024-25-player-198,199670,Odsonne Edouard,2024-25
2025-26-player-285,199670,Odsonne Édouard,2025-26
2020-21-player-496,199796,Matthew Cash,2020-21
2021-22-player-44,199796,Matthew Cash,2021-22
2022-23-player-43,199796,Matty Cash,2022-23
2023-24-player-36,199796,Matty Cash,2023-24
2024-25-player-32,199796,Matty Cash,2024-25
2025-26-player-36,199796,Matty Cash,2025-26
2019-20-player-452,199798,Ezri Konsa Ngoyo,2019-20
2020-21-player-46,199798,Ezri Konsa Ngoyo,2020-21
2021-22-player-45,199798,Ezri Konsa Ngoyo,2021-22
2022-23-player-44,199798,Ezri Konsa Ngoyo,2022-23
2023-24-player-48,199798,Ezri Konsa Ngoyo,2023-24
2024-25-player-44,199798,Ezri Konsa Ngoyo,2024-25
2025-26-player-38,199798,Ezri Konsa Ngoyo,2025-26
2019-20-player-535,200088,Daniel N'Lundulu,2019-20
2020-21-player-590,200088,Daniel N'Lundulu,2020-21
2021-22-player-344,200088,Daniel N'Lundulu,2021-22
2018-19-player-566,200089,Joseph Willock,2018-19
2019-20-player-490,200089,Joseph Willock,2019-20
2020-21-player-20,200089,Joseph Willock,2020-21
2021-22-player-19,200089,Joseph Willock,2021-22
2022-23-player-373,200089,Joe Willock,2022-23
2023-24-player-432,200089,Joe Willock,2023-24
2024-25-player-420,200089,Joe Willock,2024-25
2025-26-player-494,200089,Joe Willock,2025-26
2018-19-player-34,20037,Marc Pugh,2018-19
2018-19-player-620,200370,Matt Butcher,2018-19
2020-21-player-546,200402,Nélson Cabral Semedo,2020-21
2021-22-player-437,200402,Nélson Cabral Semedo,2021-22
2022-23-player-482,200402,Nélson Cabral Semedo,2022-23
2023-24-player-572,200402,Nélson Cabral Semedo,2023-24
2024-25-player-559,200402,Nélson Cabral Semedo,2024-25
2022-23-player-421,200428,Mateusz Lis,2022-23
2024-25-player-465,200428,Mateusz Lis,2024-25
2019-20-player-437,200439,Che Adams,2019-20
2020-21-player-377,200439,Che Adams,2020-21
2021-22-player-345,200439,Che Adams,2021-22
2022-23-player-411,200439,Che Adams,2022-23
2018-19-player-397,20046,Stefano Okaka,2018-19
2019-20-player-619,200600,Daniel Castelo Podence,2019-20
2020-21-player-469,200600,Daniel Castelo Podence,2020-21
2021-22-player-438,200600,Daniel Castelo Podence,2021-22
2022-23-player-483,200600,Daniel Castelo Podence,2022-23
2023-24-player-568,200600,Daniel Castelo Podence,2023-24
2024-25-player-562,200600,Daniel Castelo Podence,2024-25
2019-20-player-243,200617,Daniel James,2019-20
2020-21-player-311,200617,Daniel James,2020-21
2021-22-player-287,200617,Daniel James,2021-22
2022-23-player-231,200617,Daniel James,2022-23
2025-26-player-353,200617,Daniel James,2025-26
2018-19-player-19,200641,Reiss Nelson,2018-19
2019-20-player-489,200641,Reiss Nelson,2019-20
2020-21-player-21,200641,Reiss Nelson,2020-21
2021-22-player-531,200641,Reiss Nelson,2021-22
2022-23-player-23,200641,Reiss Nelson,2022-23
2023-24-player-578,200641,Reiss Nelson,2023-24
2024-25-player-10,200641,Reiss Nelson,2024-25
2025-26-player-27,200641,Reiss Nelson,2025-26
2018-19-player-135,20066,Wayne Hennessey,2018-19
2019-20-player-132,20066,Wayne Hennessey,2019-20
2020-21-player-126,20066,Wayne Hennessey,2020-21
2021-22-player-480,20066,Wayne Hennessey,2021-22
2022-23-player-518,20066,Wayne Hennessey,2022-23
2023-24-player-448,20066,Wayne Hennessey,2023-24
2024-25-player-721,20066,Wayne Hennessey,2024-25
2019-20-player-531,200720,Caoimhin Kelleher,2019-20
2020-21-player-560,200720,Caoimhin Kelleher,2020-21
2021-22-player-242,200720,Caoimhin Kelleher,2021-22
2022-23-player-289,200720,Caoimhin Kelleher,2022-23
2023-24-player-301,200720,Caoimhin Kelleher,2023-24
2024-25-player-325,200720,Caoimhin Kelleher,2024-25
2025-26-player-101,200720,Caoimhín Kelleher,2025-26
2022-23-player-506,200785,Tyler Adams,2022-23
2023-24-player-673,200785,Tyler Adams,2023-24
2024-25-player-60,200785,Tyler Adams,2024-25
2025-26-player-85,200785,Tyler Adams,2025-26
2019-20-player-523,200826,Giovani Lo Celso,2019-20
2020-21-player-403,200826,Giovani Lo Celso,2020-21
2021-22-player-372,200826,Giovani Lo Celso,2021-22
2023-24-player-503,200826,Giovani Lo Celso,2023-24
2024-25-player-493,200826,Giovani Lo Celso,2024-25
2025-26-player-694,200834,Nordi Mukiele,2025-26
2020-21-player-555,200878,Filip Krovinovic,2020-21
2022-23-player-588,201057,Thilo Kehrer,2022-23
2023-24-player-537,201057,Thilo Kehrer,2023-24
2018-19-player-511,201084,Timothy Fosu-Mensah,2018-19
2019-20-player-658,201084,Timothy Fosu-Mensah,2019-20
2020-21-player-312,201084,Timothy Fosu-Mensah,2020-21
2023-24-player-27,201410,Auston Trusty,2023-24
2023-24-player-466,201440,Hwang Ui-jo,2023-24
2024-25-player-446,201440,Hwang Ui-jo,2024-25
2018-19-player-382,20145,Adrian Mariappa,2018-19
2019-20-player-356,20145,Adrian Mariappa,2019-20
2018-19-player-584,201595,Lucas Perri,2018-19
2025-26-player-665,201595,Lucas Estella Perri,2025-26
2022-23-player-535,201658,Marcus Tavernier,2022-23
2023-24-player-86,201658,Marcus Tavernier,2023-24
2024-25-player-83,201658,Marcus Tavernier,2024-25
2025-26-player-84,201658,Marcus Tavernier,2025-26
2018-19-player-571,201666,Harvey Barnes,2018-19
2019-20-player-172,201666,Harvey Barnes,2019-20
2020-21-player-235,201666,Harvey Barnes,2020-21
2021-22-player-215,201666,Harvey Barnes,2021-22
2022-23-player-264,201666,Harvey Barnes,2022-23
2023-24-player-603,201666,Harvey Barnes,2023-24
2024-25-player-392,201666,Harvey Barnes,2024-25
2025-26-player-487,201666,Harvey Barnes,2025-26
2018-19-player-558,201667,Josh Knight,2018-19
2025-26-player-683,201895,Omar Alderete,2025-26
2023-24-player-597,202641,André Onana,2023-24
2024-25-player-383,202641,André Onana,2024-25
2025-26-player-432,202641,André Onana,2025-26
2021-22-player-702,202993,Rodrigo Bentancur,2021-22
2022-23-player-440,202993,Rodrigo Bentancur,2022-23
2023-24-player-492,202993,Rodrigo Bentancur,2023-24
2024-25-player-480,202993,Rodrigo Bentancur,2024-25
2025-26-player-585,202993,Rodrigo Bentancur,2025-26
2018-19-player-112,20310,Willy Caballero,2018-19
2019-20-player-112,20310,Willy Caballero,2019-20
2020-21-player-101,20310,Willy Caballero,2020-21
2021-22-player-641,20310,Willy Caballero,2021-22
2022-23-player-424,20310,Willy Caballero,2022-23
2018-19-player-512,203325,André-Frank Zambo Anguissa,2018-19
2020-21-player-191,203325,André-Frank Zambo Anguissa,2020-21
2018-19-player-227,203341,Wilfred Ndidi,2018-19
2019-20-player-176,203341,Wilfred Ndidi,2019-20
2020-21-player-236,203341,Wilfred Ndidi,2020-21
2021-22-player-216,203341,Wilfred Ndidi,2021-22
2022-23-player-265,203341,Wilfred Ndidi,2022-23
2024-25-player-300,203341,Wilfred Ndidi,2024-25
2019-20-player-458,203368,Frédéric Guilbert,2019-20
2020-21-player-47,203368,Frédéric Guilbert,2020-21
2021-22-player-46,203368,Frédéric Guilbert,2021-22
2022-23-player-56,203368,Frédéric Guilbert,2022-23
2019-20-player-633,203389,Nathan Tella,2019-20
2020-21-player-524,203389,Nathan Tella,2020-21
2021-22-player-346,203389,Nathan Tella,2021-22
2022-23-player-412,203389,Nathan Tella,2022-23
2022-23-player-620,204043,Arthur Henrique Ramos de Oliveira Melo,2022-23
2025-26-player-143,204120,Olivier Boscagli,2025-26
2022-23-player-586,204214,Pervis Estupiñán,2022-23
2023-24-player-131,204214,Pervis Estupiñán,2023-24
2024-25-player-122,204214,Pervis Estupiñán,2024-25
2025-26-player-147,204214,Pervis Estupiñán Tenorio,2025-26
2018-19-player-208,204380,Juninho Bacuna,2018-19
2018-19-player-514,204454,Isaac Mbenza,2018-19
2018-19-player-406,204480,Declan Rice,2018-19
2019-20-player-395,204480,Declan Rice,2019-20
2020-21-player-448,204480,Declan Rice,2020-21
2021-22-player-421,204480,Declan Rice,2021-22
2022-23-player-467,204480,Declan Rice,2022-23
2023-24-player-540,204480,Declan Rice,2023-24
2024-25-player-16,204480,Declan Rice,2024-25
2025-26-player-21,204480,Declan Rice,2025-26
2018-19-player-562,204481,Tyreke Johnson,2018-19
2019-20-player-326,204481,Tyreke Johnson,2019-20
2018-19-player-347,20452,Shane Long,2018-19
2019-20-player-315,20452,Shane Long,2019-20
2020-21-player-361,20452,Shane Long,2020-21
2021-22-player-519,20452,Shane Long,2021-22
2021-22-player-84,204580,Vitaly Janelt,2021-22
2022-23-player-86,204580,Vitaly Janelt,2022-23
2023-24-player-105,204580,Vitaly Janelt,2023-24
2024-25-player-94,204580,Vitaly Janelt,2024-25
2025-26-player-125,204580,Vitaly Janelt,2025-26
2020-21-player-207,204642,Jay-Roy Grot,2020-21
2024-25-player-725,204646,Donyell Malen,2024-25
2025-26-player-53,204646,Donyell Malen,2025-26
2018-19-player-164,20467,Theo Walcott,2018-19
2019-20-player-153,20467,Theo Walcott,2019-20
2020-21-player-148,20467,Theo Walcott,2020-21
2021-22-player-332,20467,Theo Walcott,2021-22
2022-23-player-400,20467,Theo Walcott,2022-23
2020-21-player-574,204676,Andi Zeqiri,2020-21
2021-22-player-535,204676,Andi Zeqiri,2021-22
2023-24-player-155,204676,Andi Zeqiri,2023-24
2021-22-player-243,204716,Ibrahima Konaté,2021-22
2022-23-player-290,204716,Ibrahima Konaté,2022-23
2023-24-player-302,204716,Ibrahima Konaté,2023-24
2024-25-player-326,204716,Ibrahima Konaté,2024-25
2025-26-player-374,204716,Ibrahima Konaté,2025-26
2021-22-player-501,204727,Malang Sarr,2021-22
2022-23-player-143,204727,Malang Sarr,2022-23
2023-24-player-214,204727,Malang Sarr,2023-24
2024-25-player-176,204727,Malang Sarr,2024-25
2019-20-player-280,20480,Tim Krul,2019-20
2021-22-player-314,20480,Tim Krul,2021-22
2023-24-player-665,20480,Tim Krul,2023-24
2023-24-player-775,204814,Ben Brereton,2023-24
2024-25-player-584,204814,Ben Brereton Díaz,2024-25
2018-19-player-612,204820,George Marsh,2018-19
2022-23-player-511,204822,Omar Richards,2022-23
2023-24-player-461,204822,Omar Richards,2023-24
2024-25-player-438,204822,Omar Richards,2024-25
2025-26-player-512,204822,Omar Richards,2025-26
2024-25-player-467,204863,Ryan Manning,2024-25
2025-26-player-736,204936,Gianluigi Donnarumma,2025-26
2022-23-player-387,204968,Ryan Yates,2022-23
2023-24-player-470,204968,Ryan Yates,2023-24
2024-25-player-449,204968,Ryan Yates,2024-25
2025-26-player-522,204968,Ryan Yates,2025-26
2018-19-player-207,205102,Ramadan Sobhi,2018-19
2018-19-player-62,20529,Glenn Murray,2018-19
2019-20-player-44,20529,Glenn Murray,2019-20
2020-21-player-53,20529,Glenn Murray,2020-21
2018-19-player-552,205533,Edward Nketiah,2018-19
2019-20-player-13,205533,Edward Nketiah,2019-20
2020-21-player-22,205533,Edward Nketiah,2020-21
2021-22-player-20,205533,Edward Nketiah,2021-22
2022-23-player-11,205533,Eddie Nketiah,2022-23
2023-24-player-13,205533,Eddie Nketiah,2023-24
2024-25-player-11,205533,Eddie Nketiah,2024-25
2025-26-player-284,205533,Eddie Nketiah,2025-26
2018-19-player-281,205651,Gabriel Fernando de Jesus,2018-19
2019-20-player-211,205651,Gabriel Fernando de Jesus,2019-20
2020-21-player-282,205651,Gabriel Fernando de Jesus,2020-21
2021-22-player-263,205651,Gabriel Fernando de Jesus,2021-22
2022-23-player-28,205651,Gabriel Fernando de Jesus,2022-23
2023-24-player-8,205651,Gabriel Fernando de Jesus,2023-24
2024-25-player-2,205651,Gabriel Fernando de Jesus,2024-25
2025-26-player-31,205651,Gabriel Fernando de Jesus,2025-26
2021-22-player-85,205836,Saman Ghoddos,2021-22
2022-23-player-87,205836,Saman Ghoddos,2022-23
2023-24-player-701,205836,Saman Ghoddos,2023-24
2018-19-player-279,206325,Oleksandr Zinchenko,2018-19
2019-20-player-206,206325,Oleksandr Zinchenko,2019-20
2020-21-player-283,206325,Oleksandr Zinchenko,2020-21
2021-22-player-264,206325,Oleksandr Zinchenko,2021-22
2022-23-player-313,206325,Oleksandr Zinchenko,2022-23
2023-24-player-31,206325,Oleksandr Zinchenko,2023-24
2024-25-player-25,206325,Oleksandr Zinchenko,2024-25
2025-26-player-12,206325,Oleksandr Zinchenko,2025-26
2018-19-player-405,20658,Pablo Zabaleta,2018-19
2019-20-player-379,20658,Pablo Zabaleta,2019-20
2018-19-player-271,20664,David Silva,2018-19
2019-20-player-219,20664,David Silva,2019-20
2018-19-player-374,206882,Pontus Dahlberg,2018-19
2019-20-player-367,206882,Pontus Dahlberg,2019-20
2018-19-player-597,206915,Curtis Jones,2018-19
2019-20-player-569,206915,Curtis Jones,2019-20
2020-21-player-263,206915,Curtis Jones,2020-21
2021-22-player-244,206915,Curtis Jones,2021-22
2022-23-player-291,206915,Curtis Jones,2022-23
2023-24-player-300,206915,Curtis Jones,2023-24
2024-25-player-324,206915,Curtis Jones,2024-25
2025-26-player-388,206915,Curtis Jones,2025-26
2018-19-player-288,20695,Antonio Valencia,2018-19
2019-20-player-621,207189,Sander Berge,2019-20
2020-21-player-360,207189,Sander Berge,2020-21
2023-24-player-475,207189,Sander Berge,2023-24
2024-25-player-622,207189,Sander Berge,2024-25
2025-26-player-330,207189,Sander Berge,2025-26
2022-23-player-548,207270,Daniel Iversen,2022-23
2024-25-player-294,207270,Daniel Iversen,2024-25
2021-22-player-86,207283,Mathias Jensen,2021-22
2022-23-player-88,207283,Mathias Jensen,2022-23
2023-24-player-106,207283,Mathias Jensen,2023-24
2024-25-player-95,207283,Mathias Jensen,2024-25
2025-26-player-126,207283,Mathias Jensen,2025-26
2019-20-player-574,207300,Mihai-Alexandru Dobre,2019-20
2023-24-player-338,207722,Jack Walton,2023-24
2021-22-player-697,208706,Bruno Guimarães Rodriguez Moura,2021-22
2022-23-player-374,208706,Bruno Guimarães Rodriguez Moura,2022-23
2023-24-player-406,208706,Bruno Guimarães Rodriguez Moura,2023-24
2024-25-player-394,208706,Bruno Guimarães Rodriguez Moura,2024-25
2025-26-player-488,208706,Bruno Guimarães Rodriguez Moura,2025-26
2023-24-player-315,208904,Mads Juel Andersen,2023-24
2022-23-player-388,208912,Joe Worrall,2022-23
2023-24-player-469,208912,Joe Worrall,2023-24
2024-25-player-448,208912,Joe Worrall,2024-25
2025-26-player-199,208912,Joe Worrall,2025-26
2021-22-player-396,208973,Francisco Sierralta,2021-22
2018-19-player-541,208998,Zeze Steven Sessegnon,2018-19
2020-21-player-192,208998,Zeze Steven Sessegnon,2020-21
2022-23-player-389,209035,Jonathan Panzo,2022-23
2023-24-player-460,209035,Jonathan Panzo,2023-24
2024-25-player-441,209035,Jonathan Panzo,2024-25
2018-19-player-624,209036,Addji Keaninkin Marc-Israel Guehi,2018-19
2019-20-player-545,209036,Addji Keaninkin Marc-Israel Guehi,2019-20
2021-22-player-477,209036,Marc Guéhi,2021-22
2022-23-player-167,209036,Marc Guéhi,2022-23
2023-24-player-228,209036,Marc Guéhi,2023-24
2024-25-player-200,209036,Marc Guéhi,2024-25
2025-26-player-260,209036,Marc Guéhi,2025-26
2018-19-player-546,209037,Zech Medley,2018-19
2019-20-player-636,209037,Zech Medley,2019-20
2018-19-player-561,209040,Timothy Eyoma,2018-19
